secured,non-whitelist,​0x663e7a31d20c222543642eac97cef7f47682b46e7689db095a13d3982ed2791c,​0.000000,​0.000004,Revert,true,true
secured,valid,​0x1ac14ecb565100e865b95da7ff1849c12eeeb1c805dba7aef6509fdcfcff59b7,​0.000138,​0.000010,Success,true,true
secured,valid,​0xd9708cfdebf5810f06b4ac2d4eb3b7d718422415ad66a3342197affb34fbde5c,​0.000117,​0.000008,Success,true,true
secured,valid,​0x1176e7d6c821fc61e02681a541f7947a7ed2643b6cece778fea1693160c138ae,​0.000117,​0.000008,Success,true,true
secured,valid,​0x29e41cf493a8ceeaca8ee003cef19168894dd732442f4b02d472a51f2594ae33,​0.000117,​0.000008,Success,true,true
secured,valid,​0xc615831b831829fcc17f32e1d45023f5d2e62239bfce34ae09649b32bbb2ea01,​0.000116,​0.000007,Success,true,true
secured,valid,​0xc0bbddacd55f618e8de742b90f6c88f35f915fa6ece6abb859be449071d61159,​0.000116,​0.000007,Success,true,true
secured,overcap,​0x93f47ca485521eede60d55040b113e101fb5b26617c0cf56f801eda85810fa2f,​0.000000,​0.000003,Revert,true,true
secured,valid,​0x0355e1fef888e3dd992036e88e9f177c48820432c25956ff6852b1dec58ddc00,​0.000116,​0.000007,Success,true,true
secured,valid,​0x957f76494ed0228116ea4e0dad5105e9b3eae7bbb3c8683be62c1d7ed9edc6e4,​0.000137,​0.000009,Success,true,true
secured,non-whitelist,​0x30a74bf634bc82060aa7543d00e93a71d95e23a5790e1dd8c21f7a516ebf5320,​0.000000,​0.000004,Revert,true,true
secured,valid,​0xd64475f594ceae21a8a5178cdec8e7fc70d6442e60a14dd7feba83094bdaaa27,​0.000116,​0.000008,Success,true,true
secured,valid,​0xeede6da1a05c0ac0b7c03756ee2a058b17dbe60f4e30a76005a7ede2dfa2010c,​0.000116,​0.000008,Success,true,true
secured,valid,​0x3173c6113327ccf6994ad323ed0e1ce461ca82dd579c35919116594123a77bd1,​0.000116,​0.000007,Success,true,true
secured,valid,​0xbe6d0d64d22a6497d8ee6a2b7433c62debb41f2b3e06b9dfb73d67d647deb72b,​0.000117,​0.000008,Success,true,true
secured,non-whitelist,​0x777f0be9848f5f15f3ff751ebd34d215c20b23b47022a2460426c9c9cc93d0b2,​0.000000,​0.000004,Revert,true,true
secured,valid,​0x899e4c765da0499040b9d23c113c9f9074868bcede995dfe59ef6bc3e43d72b2,​0.000116,​0.000008,Success,true,true
secured,valid,​0x3a7f9dd39a6dc837f19d0e6ef0a86fdb11f3afd7d3404586e8aa75f3e9488823,​0.000116,​0.000009,Success,true,true
secured,valid,​0x422669d9033cbcccda343b8a94fe0fbdade8442796cdfc60b29a9489d657d38a,​0.000116,​0.000007,Success,true,true
secured,valid,​0x764afa54cee114250e9c0b6b62f839a4c02f1f735c15a354d098869ebe649255,​0.000116,​0.000008,Success,true,true
secured,valid,​0xbef8ed4202a30ffb8d92350264f4f0574e17f049570f1980cf0b9c4679510d16,​0.000117,​0.000008,Success,true,true
secured,valid,​0xe779e887866c65f6af6deb6715bc07973745850c7814216dcbaa106727f19ec0,​0.000117,​0.000008,Success,true,true
secured,valid,​0x69ed2f66705661895a0ae67e9979ee0da8b15fc2f5b906e23a59b22eb411ebb9,​0.000117,​0.000008,Success,true,true
secured,valid,​0xd1868431f2ec14e3c69716a44a6bb0531bbc3451a9ddfab1182feb5bd1fb3556,​0.000117,​0.000008,Success,true,true
secured,valid,​0x8edc8153b3874321f75b7a0327de71564e19df26a585f7824ecf78be3b90f24d,​0.000117,​0.000008,Success,true,true
secured,valid,​0xe5518bfb93e11211efd4ad5061ff1b45230c2ade33367746994ceeb242fe6301,​0.000117,​0.000008,Success,true,true
secured,non-whitelist,​0x4a27a4477ec130f1b7d2752e7854563dd110e2e15ca6aeec5384aeddcc57339f,​0.000000,​0.000004,Revert,true,true
secured,valid,​0x55f19fbd767a4fab0f43740cd052a90c127d83a624c40ac4f1c2c00235e72507,​0.000116,​0.000008,Success,true,true
secured,non-whitelist,​0xfc8a7c8ab120808ba25a18578f5b385db76f44b4e105a0a827cf8544a0504487,​0.000000,​0.000004,Revert,true,true
secured,valid,​0x86e7058d66e83c4d7ee64b74538147797b9af0f7f5abe8d62c6639d8a5d599a7,​0.000117,​0.000008,Success,true,true
secured,overcap,​0x2fbd0d9b3b688330b6770e390f311519e3ac7d9c5400ab852b8331b452624c58,​0.000000,​0.000003,Revert,true,true
secured,valid,​0x75c6282130e9496eef73141894fae76522704e0cbd086217e55e063dfa66ec19,​0.000117,​0.000008,Success,true,true
secured,valid,​0x4105913e633358fe7b28674ef6dc43b8cba84396167886b27c6a8ab0a8e06fbf,​0.000116,​0.000008,Success,true,true
secured,valid,​0x3fefc0e3b91dad00b14f09c3ca4ca3a71cee292ffa84ff8b1b391cb5828293c1,​0.000116,​0.000008,Success,true,true
secured,valid,​0x8e92212b7a360dbeb15b3c0b236b2a814050b9dfb9ce1a46ae31b880afcab93c,​0.000116,​0.000008,Success,true,true
secured,valid,​0xaaa6cd3910a360460cb6e32c960063faebacd82a0a795bb9a5a0ead196977f7f,​0.000117,​0.000008,Success,true,true
secured,valid,​0xcc1fd77c078a86be2c5e8ae4fc1e6ef1f5ccd54eb6f91c1ab11ede96bfda8432,​0.000116,​0.000007,Success,true,true
secured,valid,​0xefa2b0d56b87cf4360ab3550b8152f7f38b872d543be5f317a6d3b1e29e11b54,​0.000116,​0.000008,Success,true,true
secured,valid,​0x62c1a324f9a9977275f3b0a21ebd2587c573d4515534c6b4f41527dc8684c7c8,​0.000116,​0.000007,Success,true,true
secured,valid,​0x27b7b8e8326d7a2152783d36163484014be1879d8e69dea0f1928ef8c6196acc,​0.000116,​0.000007,Success,true,true
secured,valid,​0x4c81363fb9be7fe06d913b3ef9f1f3a24bd38972a0b29e38840896f8ca338e04,​0.000117,​0.000008,Success,true,true
secured,overcap,​0x45e7b4e0c0308c3b642d88f8ef4d67b568cbcf4824e40d10dbeed7604c578822,​0.000000,​0.000003,Revert,true,true
secured,valid,​0x996f5908c4479f59120145a3343beb2dca95de4900156eb5b5f7455a1b964c1c,​0.000117,​0.000008,Success,true,true
secured,valid,​0xf87380b9071be6311ba0464e8d964374e9964152f7451175b000cbe8065b4c29,​0.000116,​0.000008,Success,true,true
secured,valid,​0x9b2ecde0cc436701c1e26646ba7ab31291896703964d25618543374a3c4b0cd7,​0.000116,​0.000008,Success,true,true
secured,valid,​0x20d208a7f8d01e4634a1dfc3d1b78be73aed6161fc27cf95e9ed39d8f1a8d30e,​0.000116,​0.000007,Success,true,true
secured,valid,​0x82476e0b902cdd9e6fcf72363afd76810f73e29a4652b65e4b4f79e223e4caa1,​0.000116,​0.000007,Success,true,true
secured,valid,​0x8bfca0af858886c41d754957229dce2453dc9d201e6499368d4de7362c9c4bfd,​0.000115,​0.000007,Success,true,true
secured,valid,​0xb6b66c1cbfc0a62bcfa2e12cbe97b92789c7d2f170c6e09b78bd3fb8f9e1a7a1,​0.000115,​0.000007,Success,true,true
secured,valid,​0x94002dda695aa109b90b6b7e62c1ab43c55f303a57f8803cdf4e9457739a83d3,​0.000115,​0.000007,Success,true,true
secured,non-whitelist,​0xb5a0ffa6fc38324e5ad0874643a309f9ce1dea9889d21e13e30d29f4aae34669,​0.000000,​0.000003,Revert,true,true
secured,non-whitelist,​0x9da3fa1029945d652091afa96ec09963b15a713bb59ae35527265ed7e06025a8,​0.000000,​0.000003,Revert,true,true
secured,valid,​0xe21c6f1a6c6cad5c642498baa111edc6c6ff651f0a912c2927c4b535b5bc28a6,​0.000115,​0.000007,Success,true,true
secured,valid,​0x1fc1fdec724c1029c057f2b3ec8f98a656dfec7a877eb6696dd7f45900dc954e,​0.000115,​0.000007,Success,true,true
secured,valid,​0xffeb6694f9d18c64230f4745ef5af693307ff6f130e82e72d0815df9f0c111c3,​0.000117,​0.000008,Success,true,true
secured,valid,​0xafc8b8c812e7b32cbf4f62a3e3337068cc866e4dffa96649e225d3e1e6f29335,​0.000116,​0.000008,Success,true,true
secured,valid,​0x7172b9b86e297d5bfd9e71b9fb9cb555854bf7a84810662c33328bd39126ec3d,​0.000116,​0.000008,Success,true,true
secured,non-whitelist,​0xb15113fb1e020d17db932970c7023239f06a5df0511225c9776b35079a5f3e84,​0.000000,​0.000004,Revert,true,true
secured,valid,​0x934cf3abc31ba7e044ff5770567fc3c32549a5745129dc57bcc719956fb5086d,​0.000116,​0.000007,Success,true,true
secured,valid,​0x102764089476581bc76fc0ecaeedf417f5fce2fc66f43d2c8b05bdad655f6ede,​0.000116,​0.000007,Success,true,true
secured,valid,​0xa1cf3603992778876839b2482194deac74366702196e9008eb7565eaddaba0fe,​0.000116,​0.000008,Success,true,true
secured,valid,​0x58152458c0498e9b2c6510df83912448558ef5b73a2221ea4aa3e678d6d0569c,​0.000116,​0.000007,Success,true,true
secured,valid,​0x0ba3d1b7d9fb95d99d085b3d4d81e5edf854b05957d1742462a1c8aaa54ba994,​0.000116,​0.000007,Success,true,true
secured,valid,​0xcf1150a1320767a0f0a976fad5fd1923460f36a4e2f6079a8cbf405b62574812,​0.000116,​0.000007,Success,true,true
secured,valid,​0x3f4ca814ca299e382de4bfa0b82208cd52d1bf5c989c5cc5a1a6396b97c9bd38,​0.000116,​0.000007,Success,true,true
secured,valid,​0xe7edcf321ea5a71d7bbb7e00e38632ffe11b8af72c959e03a8d9c8a934d9adb4,​0.000116,​0.000007,Success,true,true
secured,overcap,​0x5eb7a3f331f4ff99e230fad7fdba670529ec562a27b5268e7e44040cc5f7a941,​0.000000,​0.000003,Revert,true,true
secured,valid,​0xd5cfaa5e5853b5560de5af1c182cc16dea5fa0d00b009661b86e646504c8db08,​0.000115,​0.000007,Success,true,true
secured,valid,​0x7c8e116343065b2bf264a013a15d9561cc8f8f12ecbe11a82d6cfc95f56afefc,​0.000115,​0.000007,Success,true,true
secured,overcap,​0xf05c565c45ddc4821f5f878c634c7671d77b947eddf6e48b09f13cf14b38f278,​0.000000,​0.000003,Revert,true,true
secured,valid,​0x8f170a397fa5fa9785b71948045a5ad8ba2e3049c124864fafb0411fe7ae09fb,​0.000115,​0.000007,Success,true,true
secured,overcap,​0x2868f842c53310179268c35bb2b20a18de207e6a8d457f93ea266b8a947f3de7,​0.000000,​0.000003,Revert,true,true
baseline,overcap,​0x4b8f9871085ff007fe8156d478767ab3d1f47522fcf154d7c1cc52b0f00744a3,​0.000290,​0.000003,Success,true,true
baseline,overcap,​0xedf36760bc0b68a5b7b054c8dd4d5d003096f0a54b47564cc9f1ef03aacc1fb6,​0.000290,​0.000004,Success,true,true
baseline,overcap,​0x1dc9163bc9eea8b54b096e7ac7077071ac9fedaa2d831bbab36b2e102f22e42a,​0.000291,​0.000004,Success,true,true
baseline,valid,​0x2027c8ec7500308d15396f488f0a5f92386c3eb6ba4a599ad9df5aa4cfb982b6,​0.000072,​0.000004,Success,true,true
baseline,valid,​0xe351351c4debd9273742457df5e18cb21d1771197a6e8c620b1dd91897e10e48,​0.000072,​0.000004,Success,true,true
baseline,valid,​0xbe4efa27ec1c6e9af93e764d2526f0491655551a742d9935ceccb48173b13011,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x4dc483e2dc60198679b9858f0eaff0ff440476d3054bcf20fd714899a22749e7,​0.000072,​0.000004,Success,true,true
baseline,non-whitelist,​0xfca136510321e7725f5f9a7a08058def33cbfdda1d001d5644a1d03f1102e165,​0.000070,​0.000004,Success,true,true
baseline,valid,​0xc3ebc4f674a01e4b4949e36ebe264ebbca86e1f93ad0f59e6dec7676f7dd82d7,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x5092a81926a7f042328a764072a7a5d2c928cda27f290bda11c763851e7f35d3,​0.000072,​0.000004,Success,true,true
baseline,valid,​0xcc42ced12dffc7abbf53d3812af2a9096b60a0b908d479034db9db225a76f889,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x1e08478bf7b85f050d593922c2ac558bfd01504594ef61999cdcb30c95d3a129,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x4c1314f5b51202618fffdc4904bff3926a8fd6969e913cd4fc8a49fcdc9b036f,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x3910f01dac35008cd6a5990988038f1ccbf7d35f52950c124f87701c4734f0b4,​0.000072,​0.000003,Success,true,true
baseline,valid,​0x06da5673d9728b48e5f45da61a8f8b6286608db0a8d6a8c37234bab9d8712407,​0.000072,​0.000003,Success,true,true
baseline,valid,​0x7f5a8489f0a132fd7ebf798757d822061bf175e6d35429c1cd9ad1a34524f40b,​0.000072,​0.000004,Success,true,true
baseline,non-whitelist,​0x28b743b5122976ffb439c8a1b560be8c42b51ee50cc1757ad42b730eb7180bf1,​0.000070,​0.000003,Success,true,true
baseline,valid,​0xbbf2499ba42501372d339884c6ec4a68471709c40d41a99aba09e100b0c9a975,​0.000072,​0.000004,Success,true,true
baseline,valid,​0xb153e8e1d58de09f3545e543216a3b1ea7d76803020625b2da015c9e72e18218,​0.000072,​0.000003,Success,true,true
baseline,valid,​0xc4debf37caad0b93f7791ae9849c59c14e756fde0c8a07482169baf28367b02f,​0.000072,​0.000003,Success,true,true
baseline,valid,​0xbc109ad0de83c3a5f1f743e322031477663122c2541f551bcf9fc028d944ac63,​0.000072,​0.000004,Success,true,true
baseline,valid,​0x8e5d619563f188999cbdfe7a24eb02bba81c25e04626465ada6a85b125aab7cd,​0.000073,​0.000004,Success,true,true
baseline,valid,​0x0d0521b70ee77cea623f461ee5e04f0d03b117d77acafc9a29572d2dd3c68eef,​0.000074,​0.000005,Success,true,true
baseline,overcap,​0xc20e37d4bd25a8f1b9e088bd27227eaa26005938943a37e375eaa0f21a9c320c,​0.000301,​0.000005,Success,true,true
baseline,valid,​0x63b10266ecf857a44b19665f1b93ed1e625532d09344b7ba7ecfbbe0fe2252e9,​0.000075,​0.000005,Success,true,true
baseline,valid,​0xe4bff978e08c8dd6e32cb5b8996296bf20d2dff34f6299a6451f2785aa9d05da,​0.000075,​0.000005,Success,true,true
baseline,valid,​0xfeb655e4928eff7e8dfe22122e085271e08bf4ca3a71bb32901d22b77ab8a9ce,​0.000075,​0.000005,Success,true,true
baseline,valid,​0x6348b769ce985c4fb1cc003421cbcc361c485cfd0e9e03dfdae11858f6b73fe5,​0.000074,​0.000005,Success,true,true
baseline,non-whitelist,​0x26b4d454f1e6d364f1630211e4c4b67adb2133a80a5fbbfd700ed9c7646de561,​0.000072,​0.000005,Success,true,true
baseline,valid,​0x39bb152c5850ec696c40e7285539e625741bb02aff0643487859262c63de6ee6,​0.000074,​0.000005,Success,true,true
baseline,valid,​0x3ed83c88f955bdbdd528025630cedb9126b75f7dd73c191fd1460fd974611669,​0.000074,​0.000005,Success,true,true
baseline,valid,​0xe100e262e39ce7623093cf569047bf5cf2b8a51cdc16d2e42ebc9db34e40a6f6,​0.000075,​0.000005,Success,true,true
baseline,valid,​0x06bdab32b445abcc5ab34250a48074e065b258d717d0c85fa4bd2b14abcaf18a,​0.000076,​0.000006,Success,true,true
baseline,valid,​0xb396c9572e320b944a43d4759c4efa7fbdddbbebe2aff18a905d0c0d9ca29126,​0.000076,​0.000006,Success,true,true
baseline,valid,​0x645075f373c39c63b603526f02332c5b460e100118b647503a4c52d45803c1a6,​0.000077,​0.000007,Success,true,true
baseline,overcap,​0x3f3d035eb0bf7177c2d8dd446fcd38b304cdb9dd8e1b45e915113c5a7e14e0e1,​0.000317,​0.000008,Success,true,true
baseline,valid,​0x886b471852c0bc5a68d2dbc750a3f046fc6f479562eacba98c773b4ba2627dc4,​0.000079,​0.000008,Success,true,true
baseline,valid,​0x36d35b69ae80f21e4545e0b65e642ed664698d63f30326d943e9fb62ebeaa123,​0.000079,​0.000008,Success,true,true
baseline,non-whitelist,​0xbbb370b5112cfcfc59e50b15975a251ae2de295a393839e83ba405835a36b2a1,​0.000077,​0.000007,Success,true,true
baseline,valid,​0x6dfb7238df34303aee9f32aea30a317b85eaf91f3051de118c495532c9fafbcb,​0.000078,​0.000007,Success,true,true
baseline,valid,​0xbe0dda0c981d3a60cd7e26264fc2c402d67943c83ab32326f81785386c79c5ff,​0.000078,​0.000007,Success,true,true
baseline,valid,​0xaf4627bd3e58ff0a0200ee49a71639c81662d52cdb988e783403cff47226f14a,​0.000078,​0.000007,Success,true,true
baseline,valid,​0x3cbb0a2e49a4b901edc1259b7094c35f008ee5a2c2341776c5b4bc2b7dfac579,​0.000077,​0.000007,Success,true,true
baseline,non-whitelist,​0x7c10c33e4c4bce5d6955b0848eb8484746c4d31899cc548c35d94747829d9501,​0.000076,​0.000006,Success,true,true
baseline,valid,​0x8d5d6fdda972c5e5de3bb3196d8f5e47b28c06277d802482c3f3a5b8ffa70e33,​0.000077,​0.000007,Success,true,true
baseline,valid,​0x15256b9198a0b7895aed1f25eed760d45baffca98be59cb25b786355205008db,​0.000077,​0.000007,Success,true,true
baseline,valid,​0x21b7ca16883e0ebb73627beacc51178fd35dd5763d3eb2d88505067710b252ba,​0.000077,​0.000007,Success,true,true
baseline,valid,​0xc30a4b0b5c1293d7333c1fa082bcf207736de3deb2a2e57e817c9d9bab13f653,​0.000077,​0.000007,Success,true,true
baseline,valid,​0x5c88732e679d0e1f3aace14202aba1cadac9dc05d35c6005d0656454b14da86a,​0.000077,​0.000007,Success,true,true
baseline,valid,​0xc69700a93f5980e646d4a33d20ee3d8f81ffd312a749f15c1e45159fdb98c601,​0.000077,​0.000007,Success,true,true
baseline,valid,​0xfaacc959ca470c1506a2c5cf17ee3d51596a21cb49403ebaf29cc3e925dd6137,​0.000077,​0.000007,Success,true,true
baseline,valid,​0xb931ac4adc471d6d27acf288ccae7fa86027dc2a3eb9a8bace4fcbf4c2ef4d20,​0.000077,​0.000006,Success,true,true
baseline,valid,​0xe8c4982f7885da9aae40396a8dc6a4aca55d822e08393596a0076ece7ea9a22d,​0.000077,​0.000007,Success,true,true
baseline,valid,​0xbb6e5682a121d4f887649d0d3599459985fec69f1b068a3e773b37178b3d8850,​0.000077,​0.000006,Success,true,true
baseline,non-whitelist,​0xc4913c877f8bfea77551f43db21699af2ec0edd90f353c5884493e0a7f82511a,​0.000075,​0.000006,Success,true,true
baseline,valid,​0x4e1105400c3c8c479ec0b90255ed392f15cdb3c4bde3e85e5fbd584a0d1c3e39,​0.000077,​0.000007,Success,true,true
baseline,non-whitelist,​0xe0b51319209b18cc592f403d1eeca086adefdcbc8aed7331039454a810ceb48a,​0.000076,​0.000007,Success,true,true
baseline,valid,​0x74c5189d344d351560dc8e043cc4e87afd20259d66a5604edb9e3bab2f53e7ae,​0.000077,​0.000007,Success,true,true
baseline,overcap,​0xb6c21686ef58bc1cddecd43dca4ebdefc3895d1fb530f7addf9d5600b99fa8d9,​0.000315,​0.000007,Success,true,true
baseline,valid,​0x4d7247712addf39b158eaa406da808fed9d6b27af6a4e80708cb4c350f2a505f,​0.000078,​0.000007,Success,true,true
baseline,valid,​0x445bdcf8b754233bd98fe07690dbd05d43f427728317dd87ad266823cac64495,​0.000078,​0.000008,Success,true,true
baseline,valid,​0x5364a9e1a8fdeeb30f50cbc8ca268f298558f4b669d8da11b708a4283db30749,​0.000078,​0.000007,Success,true,true
baseline,valid,​0xfe8ba56c7cca32022bc20519072fd1cd3e572ad72e7c84b1d67b73ea6ed16239,​0.000078,​0.000007,Success,true,true
baseline,valid,​0x480e559c46cfd5b87bda508e248ff9f30f8cd487b685dec56158fe2e14fe43a7,​0.000078,​0.000007,Success,true,true
baseline,valid,​0xc5dfd02124d5f1cdc609a42a41c07aff8cd1eaaab4e7a2f0a63c47cfca91b4de,​0.000080,​0.000008,Success,true,true
baseline,valid,​0xd0151015558843c6e5c2628263181a2a43c9fe7fc4cdcdc59d546ac44ba504cd,​0.000080,​0.000008,Success,true,true
baseline,valid,​0xc404a961826f9f6cb1812e3c56d1ca78563fa65007e2774dd7dc99d9d5bda24d,​0.000080,​0.000008,Success,true,true
baseline,valid,​0x24ecebc300292786da438a7278a7c34a1774851bd2e9bd3526fdedeb71859f09,​0.000082,​0.000009,Success,true,true
baseline,valid,​0xc42bebe6b185c820271cfb2d6d28db0c02bd1186266d6e09196d67021ac932c2,​0.000083,​0.000010,Success,true,true
baseline,overcap,​0xbea8a89dc2f8f7307eedda6dc6c3c60f272ecf03f7fc44943f45da5eb580d004,​0.000338,​0.000010,Success,true,true
baseline,valid,​0x2e896933c465448913682a7bf8e465826ea870e8a9f293cad2aa988748fdc992,​0.000084,​0.000011,Success,true,true
baseline,valid,​0x8886465d10615018ae1c51e88576115b066dd3a9887c1049c6d286da5efb93c5,​0.000084,​0.000010,Success,true,true
baseline,valid,​0x9342243b7e00899e8838614087c816206dc2bbbc89bae7ff5f5b627656e12703,​0.000083,​0.000010,Success,true,true
baseline,valid,​0xc9f2b2b6068dcac35d9482c6126c9ce95282b8fdc89536a32c2938630b494924,​0.000082,​0.000009,Success,true,true
baseline,valid,​0x9fed26dc5e5b3ce9429df929f52551c923ab1f0ced8f76a4e07f77277220156c,​0.000082,​0.000010,Success,true,true
baseline,valid,​0xfc178ad83a1ae7c63a70a515eb2c7dcd07c78de05230a6d2507fc9dbfa2bbe43,​0.000081,​0.000009,Success,true,true
baseline,valid,​0x27b98886d60944eba9f6fcb1be3b811f4a5f4e44a5fa4b72c96129de2ce23344,​0.000081,​0.000009,Success,true,true
baseline,valid,​0x32c704706210b6dde104567c8b4fbb2eb5fc699d38e01bd49a8cb62befbe6471,​0.000081,​0.000011,Success,true,true
baseline,non-whitelist,​0xa7c7bf2aeaac7dec3fed9f7a491bf936d95db99b53fe9497a6df9031004f9af6,​0.000079,​0.000008,Success,true,true
baseline,non-whitelist,​0x95c5b58d8210b6af3cdc3722b73fad0fdc74c8ece0d9f824beb6baeca2789803,​0.000079,​0.000008,Success,true,true
baseline,valid,​0x4f0742e084f0d7fa20bef3281a40de01908683f93b79e9ca6ce79e078e1b926c,​0.000080,​0.000008,Success,true,true
baseline,valid,​0xdf09e8196817fb72bf1dadbd4b56df29eea80e6d80db53460b0f69c534dcfeb6,​0.000081,​0.000009,Success,true,true
baseline,valid,​0x39a7537de03d5f29381b6789d169f9911ddfcde0d4bd10968c9d527dcd19e4d3,​0.000081,​0.000009,Success,true,true
baseline,valid,​0xce9f79c7db606e61fe39afc95d7e4b234fa01d80d95e8fe7fc91fe2e1745a8d0,​0.000081,​0.000010,Success,true,true
baseline,valid,​0xfb60084e107af8b8c3e04b5d602b6b67131fbf20546f0f7c0cbb1bac760d1386,​0.000080,​0.000008,Success,true,true
baseline,non-whitelist,​0xc43f2a2c00d495a68796e763f78cbb618b4b8445932435acfb23f307f9a76d12,​0.000078,​0.000008,Success,true,true
baseline,valid,​0xa5a75ebbda317cd48a8c322f9c1fafafb82e9ac433b860bfd832a0a0df46c713,​0.000080,​0.000008,Success,true,true
baseline,valid,​0xc6c486e1168843974d4fa528a62334d98b944a42a19214664fa29b32a5625299,​0.000080,​0.000008,Success,true,true
baseline,valid,​0x7e8c5814ff11c6dacdbfb4bb9d5118d73ac732027f8a4be7bb3966cbb95c6c3d,​0.000080,​0.000010,Success,true,true
baseline,valid,​0x2e21db2bc12088a06fa3e9ac4b9730d23f56dd193b1b128dbc58ad8cfd2ccb90,​0.000080,​0.000008,Success,true,true
baseline,valid,​0xe56fe7dc18fd0aca5a5b495bc2e0064aeb3ed7ebc6d003cd641f493c1726eab2,​0.000081,​0.000009,Success,true,true
baseline,valid,​0x3d3c1ffee6dbd28098ddd107452700be59e292fae38236ed9d887bea864d70be,​0.000081,​0.000009,Success,true,true
baseline,valid,​0x32e8bd50c3e7f7a72d05a8f0652da8f08d34367e380c37cf1f6a2ed7685adf5f,​0.000082,​0.000009,Success,true,true
